ChEMBL ID,Name,Synonyms,Type,Max Phase,Molecular Weight,Targets,Bioactivities,AlogP,Polar Surface Area,HBA,HBD,#RO5 Violations,#Rotatable Bonds,Passes Ro3,QED Weighted,CX Acidic pKa,CX Basic pKa,CX LogP,CX LogD,Aromatic Rings,Structure Type,Inorganic Flag,Heavy Atoms,HBA (Lipinski),HBD (Lipinski),#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Np Likeness Score,Molecular Species,Molecular Formula,Smiles,Inchi Key
CHEMBL1658,RETAPAMULIN,ALTABAX|ALTARGO|Aitabax|NSC-759885|RETAPAMULIN|SB 275833|SB-275833,Small molecule,4,517.78,26,156,5.25,66.84,6,1,2,5,N,0.4,None,9.69,4.37,2.11,0,MOL,0,36,5,1,2,517.3226,1.63,BASE,C30H47NO4S,C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2C[C@H]3CC[C@@H](C2)N3C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,STZYTFJPGGDRJD-NHUWBDDWSA-N
CHEMBL1201136,TITANIUM DIOXIDE,C.I. 77891|CI 77891|CI-(1975)NO.77891|CI-77891|CI-PIGMENT WHITE 6|DUNDEE|E 171|E-171|E171|E45 SUN|INS NO.171|INS-171|NSC-15204|NSC-200C|REFLECTANT|RUTILE|RUTILE (TIO2)|SAGENITE|TITANIA|TITANIUM DIOXIDE|TITANIUM OXIDE|TITANIUM PEROXIDE,Small molecule,4,79.86,1,1,None,None,None,None,None,None,None,None,None,None,None,None,None,NONE,1,None,None,None,None,79.9378,None,None,O2Ti,,
CHEMBL317052,REGADENOSON,Lexiscan|REGADENOSON MONOHYDRATE,Small molecule,4,390.36,9,33,-2.43,186.46,12,5,1,4,N,0.32,12.35,1.53,-2.25,-2.25,3,MOL,0,28,13,6,2,390.14,-0.15,NEUTRAL,C15H18N8O5,CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,LZPZPHGJDAGEJZ-AKAIJSEGSA-N
CHEMBL4084119,LIRAGLUTIDE,LIRAGLUTIDE|LIRAGLUTIDE (RDNA ORIGIN)|LIRAGLUTIDE RECOMBINANT|NN-2211|NN-9924|NN2211|NN9924|NNC 90-1170|NNC-90-1170|SAXENDA|VICTOZA,Protein,4,3751.26,11,81,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,3748.9465,None,None,C172H265N43O51,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)C(C)C)[C@@H](C)CC)C(=O)O,YSDQQAXHVYUZIW-QCIJIYAXSA-N
CHEMBL1200813,ACEBUTOLOL HYDROCHLORIDE,ACEBUT HCL|ACEBUTOLOL HCL|ACEBUTOLOL HYDROCHLORIDE|ACETANOL|B 17803A|B-17803A|IL-17803A|M&B 17803A|M&B-17803A|NEPTAL|NSC-757412|PRENT|SECTRAL 200|SECTRAL 400|Sectral,Small molecule,4,372.89,17,31,2.37,87.66,5,3,0,10,N,0.57,13.91,9.57,1.53,-0.6,1,MOL,0,24,6,3,0,336.2049,-0.95,BASE,C18H29ClN2O4,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1.Cl,KTUFKADDDORSSI-UHFFFAOYSA-N
CHEMBL1201646,INULIN,CHICORY ROOT INULIN|INULIN|INULIN AND SODIUM CHLORIDE,Unknown,4,,,,,,,,,,,,,,,,,NONE,0,,,,,,,,,,
CHEMBL1200618,FEXOFENADINE HYDROCHLORIDE,ALLEGRA ALLERGY|ALLEGRA HIVES|Allegra|CHILDREN'S ALLEGRA ALLERGY|CHILDREN'S ALLEGRA HIVES|CHILDREN'S FEXOFENADINE HYDROCHLORIDE ALLERGY|CHILDREN'S FEXOFENADINE HYDROCHLORIDE HIVES|FEXOFENADINE HCL|FEXOFENADINE HYDROCHLORIDE|FEXOFENADINE HYDROCHLORIDE ALLERGY|FEXOFENADINE HYDROCHLORIDE HIVES|MDL 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2106627,DIACETYLMORPHINE HYDROCHLORIDE,DIACETYLMORPHINE HCL|DIACETYLMORPHINE HYDROCHLORIDE|DIACETYLMORPHINE HYDROCHLORIDE CI|DIAMORPHINE|DIAMORPHINE HYDROCHLORIDE|HEROIN HYDROCHLORIDE|NSC-302357,Small molecule,4,405.88,1,1,1.99,65.07,6,0,0,2,N,0.45,None,9.1,1.55,-0.15,1,MOL,0,27,6,0,0,369.1576,2.11,BASE,C21H24ClNO5,CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341.Cl,FZJYQGFGNHGSFX-PVQKIFDLSA-N
CHEMBL1200853,DYDROGESTERONE,DUPHASTON|DUPHASTON-HRT|DYDROGESTERONE|Gynorest|ISOPREGNENONE|NSC-92336,Small molecule,4,312.45,9,27,4.5,34.14,2,0,0,1,N,0.71,None,None,3.79,3.79,0,MOL,0,23,2,0,0,312.2089,2.57,NEUTRAL,C21H28O2,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,JGMOKGBVKVMRFX-HQZYFCCVSA-N
CHEMBL746,NEDOCROMIL,FPL 59002|FPL-59002|NEDOCROMIL|Nedocromil,Small molecule,4,371.35,13,64,2.48,126.81,6,2,0,5,N,0.66,2.06,None,2.5,-4.52,3,MOL,0,27,8,2,0,371.1005,-0.05,ACID,C19H17NO7,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,RQTOOFIXOKYGAN-UHFFFAOYSA-N
CHEMBL1964120,TALIGLUCERASE ALFA,ELELYSO|PRGC-D|PRGCD|PRX-112|TALIGLUCERASE ALFA|UPLYSO,Enzyme,4,,,,,,,,,,,,,,,,,NONE,0,,,,,,,,,,
CHEMBL1423,PIMOZIDE,MCN-JR-6238|NSC-170984|Orap|PIMOZIDE|R 623|R 6238|R-623|R-6238,Small molecule,4,461.56,196,578,5.86,41.03,3,1,1,7,N,0.37,12.9,8.38,5.83,4.8,4,MOL,0,34,4,1,1,461.2279,-1.03,NEUTRAL,C28H29F2N3O,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,YVUQSNJEYSNKRX-UHFFFAOYSA-N
CHEMBL1963683,TAFLUPROST,AFP-168|MK-2452|SAFLUTAN|TAFLUPROST|ZIOPTAN,Small molecule,4,452.54,1,1,4.68,75.99,5,2,0,12,N,0.27,None,None,4.29,4.29,1,MOL,0,32,5,2,0,452.2374,0.58,NEUTRAL,C25H34F2O5,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/C(F)(F)COc2ccccc2)[C@H](O)C[C@@H]1O,WSNODXPBBALQOF-VEJSHDCNSA-N
CHEMBL806,FLUTAMIDE,CHIMAX|DROGENIL|Eulexin|FLUTAMIDE|NSC-215876|SCH 13521|SCH-13521,Small molecule,4,276.21,220,2771,3.21,72.24,3,1,0,3,N,0.68,12.81,None,3.27,3.27,1,MOL,0,19,5,1,0,276.0722,-1.76,NEUTRAL,C11H11F3N2O3,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,MKXKFYHWDHIYRV-UHFFFAOYSA-N
CHEMBL1201245,BROMODIPHENHYDRAMINE,4-BROMODIPHEN HYDRAMINE|BROMAZINE|Bromodiphenhydramine|DESEROL|HISTABROMAMINE|NEO-BENADRYL,Small molecule,4,334.26,2,25,4.12,12.47,2,0,0,6,N,0.79,None,8.87,4.42,2.94,2,MOL,0,20,2,0,0,333.0728,-0.71,BASE,C17H20BrNO,CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1,NUNIWXHYABYXKF-UHFFFAOYSA-N
CHEMBL502835,NINTEDANIB,BIBF 1120|BIBF-1120|BIBF1120|INTEDANIB|NINTEDANIB|Nintedanib|OFEV|Vargatef,Small molecule,4,539.64,500,1021,3.62,94.22,7,2,1,7,N,0.35,10.86,7.23,2.79,2.57,3,MOL,0,40,9,2,1,539.2533,-1.13,NEUTRAL,C31H33N5O4,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,XZXHXSATPCNXJR-ZIADKAODSA-N
CHEMBL1437,NOREPINEPHRINE,(-)-NORADRENALINE|LEVARTERENOL|Levophed|NOR ADRENALIN|NOREPINEPHRINE|NSC-757246|Norepinephrine|R-norepinephrine,Small molecule,4,169.18,103,860,0.09,86.71,4,4,0,2,N,0.47,9.5,8.85,-0.68,-1.82,1,MOL,0,12,4,5,0,169.0739,1.19,BASE,C8H11NO3,NC[C@H](O)c1ccc(O)c(O)c1,SFLSHLFXELFNJZ-QMMMGPOBSA-N
CHEMBL4298062,VILTOLARSEN,NCNP-01|NS-065|NS-065/NCNP-01|VILTOLARSEN|Viltepso,Oligonucleotide,4,,,,,,,,,,,,,,,,,NONE,0,,,,,,,,,,
CHEMBL1201837,ECALLANTIDE,DX-88|ECALLANTIDE|ESCALLANTIDE,Protein,4,,,,,,,,,,,,,,,,,SEQ,0,,,,,,,,,,
CHEMBL570,TRIFLUPROMAZINE,FLUOPROMAZINE|Fluopromazine|Nivoman|TRIFLUPROMAZINE|Triflupromazine|Vesprin|Vetame,Small molecule,4,352.43,55,147,5.26,6.48,3,0,1,4,N,0.74,None,9.2,4.81,3.01,2,MOL,0,24,2,0,1,352.1221,-1.52,BASE,C18H19F3N2S,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,XSCGXQMFQXDFCW-UHFFFAOYSA-N
CHEMBL249856,ENOXIMONE,ENOXIMONE|MDL 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL818,IOBENGUANE,IOBENGUANE|IOBENGUANE (127-I)|Iobenguane,Small molecule,4,275.09,26,78,1.27,61.9,1,3,0,2,N,0.43,None,11.75,1.69,-0.72,1,MOL,0,12,3,4,0,274.9919,-1.2,BASE,C8H10IN3,N=C(N)NCc1cccc(I)c1,PDWUPXJEEYOOTR-UHFFFAOYSA-N
CHEMBL429,LABETALOL,AH-5158A FREE BASE|IBIDOMIDE|LABETALOL|Labetalol|Normodyne|Normozide|SCH-15719W FREE BASE|Trandate,Small molecule,4,328.41,159,2226,2.14,95.58,4,4,0,8,N,0.6,8.05,9.8,1.89,1.26,2,MOL,0,24,5,5,0,328.1787,-0.21,BASE,C19H24N2O3,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,SGUAFYQXFOLMHL-UHFFFAOYSA-N
CHEMBL967,TEMAZEPAM,(RS)-TEMAZEPAM|KENTEPAM|NORMISON|NSC-246303|Restoril|TEMAZ|TEMAZEPAM|TEMAZEPAM CIV|WY-3917,Small molecule,4,300.75,19,79,2.47,52.9,3,1,0,1,N,0.88,10.68,None,2.79,2.79,2,MOL,0,21,4,1,0,300.0666,-0.4,NEUTRAL,C16H13ClN2O2,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,SEQDDYPDSLOBDC-UHFFFAOYSA-N
CHEMBL46516,FLUSPIRILENE,FLUSPIRILENE|Imap|MCN-JR-6218|R 6218|R-6218|REDEPTIN|Redeptin,Small molecule,4,475.58,82,243,5.31,35.58,3,1,1,7,N,0.5,11.99,9.31,5.78,3.87,3,MOL,0,35,4,1,1,475.2435,-0.58,BASE,C29H31F2N3O,O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,QOYHHIBFXOOADH-UHFFFAOYSA-N
CHEMBL2095212,MIRABEGRON,BETANIS|BETMIGA|MIRABEGRON|MYRBETRIQ|MYRBETRIQ GRANULES|YM-178|YM178,Small molecule,4,396.52,20,1003,2.77,100.27,6,4,0,9,N,0.42,13.84,9.62,2.89,0.7,3,MOL,0,28,6,5,0,396.162,-1.43,BASE,C21H24N4O2S,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,PBAPPPCECJKMCM-IBGZPJMESA-N
CHEMBL42336,METHIONINE,L-METHIONINE|METHIONINE|NSC-22946|Racemethionine,Small molecule,4,149.21,22,86,0.15,63.32,3,2,0,4,N,0.6,2.53,9.5,-2.19,-2.19,0,MOL,0,9,3,3,0,149.051,0.34,ZWITTERION,C5H11NO2S,CSCC[C@H](N)C(=O)O,FFEARJCKVFRZRR-BYPYZUCNSA-N
CHEMBL1172,DESLORATADINE,AERIUS|ALLEX|AZOMYR|Clarinex|DASSELTA|DENOSIN|DESCARBOETHOXYLORATADINE|DESLORATADINE|DESLORATADINE ACTAVIS|DESLORATADINE TEVA|LORATADINE RELATED COMPOUND A|LORATADINE RELATED COMPOUND A RS|MIDETORIN|NEOCLARITYN|NSC-759824|OPULIS|SCH 34117|SCH-34117,Small molecule,4,310.83,149,412,4.02,24.92,2,1,0,0,N,0.79,None,9.73,3.97,1.69,2,MOL,0,22,2,1,0,310.1237,-0.25,BASE,C19H19ClN2,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,JAUOIFJMECXRGI-UHFFFAOYSA-N
CHEMBL621,TRAZODONE,Desyrel|J10.767K|TRAZODONE|TRITTICO|Trazodone|Trialodine,Small molecule,4,371.87,147,454,2.36,45.78,6,0,0,5,N,0.69,None,7.09,3.13,2.96,3,MOL,0,26,6,0,0,371.1513,-2.5,NEUTRAL,C19H22ClN5O,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,PHLBKPHSAVXXEF-UHFFFAOYSA-N
CHEMBL106,FLUCONAZOLE,ALKANAZOLE|BAYT-006267|BAYT006267|CANESTEN ORAL|DIFLUCAN IN SODIUM CHLORIDE|DIFLUCAN ONE|DIFLUCONAZOLE|Diflucan|FLUCONAZOLE|FLUCONAZOLE IN SODIUM CHLORIDE|FLUCONAZOLI|NSC-758661|Triflucan|UK-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3989949,CENOBAMATE,CENOBAMATE|XCOPRI|YKP-3089|YKP3089,Small molecule,4,267.68,2,3,1.16,95.92,6,1,0,4,N,0.9,None,None,1.66,1.66,2,MOL,0,18,7,2,0,267.0523,-0.99,NEUTRAL,C10H10ClN5O2,NC(=O)O[C@@H](Cn1ncnn1)c1ccccc1Cl,GFHAXPJGXSQLPT-VIFPVBQESA-N
CHEMBL1757,FOSFOMYCIN,CALCIUM FOSFOMYCIN|FOSFOCINA|FOSFOMYCIN|FOSFOMYCIN CALCIUM|FOSFOMYCIN CALCIUM HYDRATE|FOSFOMYCIN SODIUM|Fosfomycin|J01XX01|Monurol|NSC-758170|ZTI-01,Small molecule,4,138.06,72,394,-0.09,70.06,2,2,0,1,N,0.39,1.25,None,-0.74,-3.18,0,MOL,0,8,4,2,0,138.0082,0.93,ACID,C3H7O4P,C[C@@H]1O[C@@H]1P(=O)(O)O,YMDXZJFXQJVXBF-STHAYSLISA-N
CHEMBL41,FLUOXETINE,FLUOXETIN RATIOPHARM|FLUOXETINE|FLUVAL|Fluoxetine|NSC-283480|NSC-758685|Prozac|Sarafem|Symbyax,Small molecule,4,309.33,226,1217,4.44,21.26,2,1,0,6,N,0.85,None,9.8,4.17,1.83,2,MOL,0,22,2,1,0,309.134,-0.35,BASE,C17H18F3NO,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,RTHCYVBBDHJXIQ-UHFFFAOYSA-N
CHEMBL1110,ALOSETRON,A03AE01|ALOSETRON|Alosetron|Lotronex,Small molecule,4,294.36,129,360,2.41,53.92,3,1,0,2,Y,0.79,13.32,6.81,1.21,1.12,3,MOL,0,22,5,1,0,294.1481,-0.77,NEUTRAL,C17H18N4O,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,JSWZEAMFRNKZNL-UHFFFAOYSA-N
CHEMBL1289926,AXITINIB,AG-013736|AG-13736|AXITINIB|INLYTA|NSC-757441,Small molecule,4,386.48,1089,1541,4.64,70.67,4,2,0,5,N,0.52,13.07,4.59,4.15,4.15,4,MOL,0,28,5,2,0,386.1201,-1.43,NEUTRAL,C22H18N4OS,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,RITAVMQDGBJQJZ-FMIVXFBMSA-N
CHEMBL267345,AMPHOTERICIN B,ABELCET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL797,PHENSUXIMIDE,1-METHYL-3-PHENYLSUCCINIMIDE|EPIMID|LIFENE|MILONTON|MIRONTIN|Milontin|N-METHYL-3-PHENYLPYRROLIDINEDIONE|NSC-760079|PHENSUXIMID|PHENSUXIMIDE|PM-334|Phensuximide|RACEMIC PHENSUXIMIDE|SUCCITIMAL,Small molecule,4,189.21,11,29,1.16,37.38,2,0,0,1,Y,0.62,None,None,0.91,0.91,1,MOL,0,14,3,0,0,189.079,-0.18,NEUTRAL,C11H11NO2,CN1C(=O)CC(c2ccccc2)C1=O,WLWFNJKHKGIJNW-UHFFFAOYSA-N
CHEMBL1200930,RABEPRAZOLE SODIUM,ACIPHEX SPRINKLE|Aciphex|E-3810|E-3810 SODIUM|IDIAZOLE|LY-307640|LY-307640 SODIUM|LY307640 SODIUM|NSC-759270|PARIET|RABEPRAZOLE NA|RABEPRAZOLE SODIUM|RABEPRAZOLE SODIUM SALT|SODIUM RABEPRAZOLE,Small molecule,4,381.43,29,61,2.99,83.09,5,1,0,8,N,0.49,9.35,4.24,2.09,2.09,3,MOL,0,25,6,1,0,359.1304,-0.57,NEUTRAL,C18H20N3NaO3S,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[n-]2)c1C.[Na+],KRCQSTCYZUOBHN-UHFFFAOYSA-N
CHEMBL1694,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HCL|BENAZEPRIL HYDROCHLORIDE|CGS 14824A HCL|CGS-14824A|CGS-14824A HCL|CIBACEN|Lotensin|NSC-758920,Small molecule,4,460.96,18,55,2.57,95.94,5,2,0,9,N,0.6,3.53,5.36,1.54,0.07,2,MOL,0,31,7,2,0,424.1998,-0.29,ACID,C24H29ClN2O5,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O.Cl,VPSRQEHTHIMDQM-FKLPMGAJSA-N
CHEMBL1201001,MECHLORETHAMINE HYDROCHLORIDE,CHLORMETHINE HCL|CHLORMETHINE HYDROCHLORIDE|CHLORMETHINI HYDROCHLORIDUM|HN2 HYDROCHLORIDE|MECHLORETHAMINE HCL|MECHLORETHAMINE HYDROCHLORIDE|MUSTINE|Mustargen|NITROGEN MUSTARD|NITROGEN MUSTARD N-OXIDE HYDROCHLORIDE|NSC-762|VALCHLOR,Small molecule,4,192.52,96,164,1.4,3.24,1,0,0,4,N,0.56,None,6.08,1.52,1.5,0,MOL,0,8,1,0,0,155.0269,-0.71,NEUTRAL,C5H12Cl3N,CN(CCCl)CCCl.Cl,QZIQJVCYUQZDIR-UHFFFAOYSA-N
CHEMBL273575,NOMIFENSINE,LINAMIPHEN|NOMIFENSIN|NOMIFENSINE,Small molecule,4,238.33,43,186,2.85,29.26,2,1,0,1,Y,0.77,None,8.8,2.62,1.21,2,MOL,0,18,2,2,0,238.147,0.22,BASE,C16H18N2,CN1Cc2c(N)cccc2C(c2ccccc2)C1,XXPANQJNYNUNES-UHFFFAOYSA-N
CHEMBL1411979,METHAPYRILENE,A 3322|A-3322|METAPYRILENE|METHAPYRILENE|PYRINISTOL|RESTRYL|SEMIKON|SLEEPWELL|TENALIN|THIONYLAN,Small molecule,4,261.39,120,2410,2.71,19.37,4,0,0,6,N,0.8,None,8.76,3.11,1.73,2,MOL,0,18,3,0,0,261.13,-2.08,BASE,C14H19N3S,CN(C)CCN(Cc1cccs1)c1ccccn1,HNJJXZKZRAWDPF-UHFFFAOYSA-N
CHEMBL1200638,DEXBROMPHENIRAMINE MALEATE,BROMPHENIRAMINE D-FORM MALEATE|DEXBROMPHENIRAMINE MALEATE|Dexbrompheniramine fumarate|Disomer,Small molecule,4,435.32,19,39,3.93,16.13,2,0,0,5,N,0.83,None,9.48,3.75,1.68,2,MOL,0,19,2,0,0,318.0732,-1.24,BASE,C20H23BrN2O4,CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,SRGKFVAASLQVBO-DASCVMRKSA-N
CHEMBL1201035,BIPERIDEN HYDROCHLORIDE,AKINETON RET|AKINOPHYL|Akineton|BIPERIDEN HCL|BIPERIDEN HYDROCHLORIDE|BIPERIDENI HYDROCHLORIDUM|NSC-170950|NSC-84989|TASMOLIN,Small molecule,4,347.93,5,20,3.96,23.47,2,1,0,5,N,0.83,13.82,9.3,3.54,1.64,1,MOL,0,23,2,1,0,311.2249,-0.28,BASE,C21H30ClNO,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,RDNLAULGBSQZMP-UHFFFAOYSA-N
CHEMBL938,SARALASIN,1-SAR-8-ALA-ANGIOTENSIN II|SAR-ARG-VAL-TYR-VAL-HIS-PRO-ALA|SARALASIN|Saralasin,Protein,4,912.06,11,49,-2.3,355.05,12,13,3,25,N,0.03,3.8,11.47,-4.63,-5.57,2,BOTH,0,65,23,14,3,911.4977,-0.09,ZWITTERION,C42H65N13O10,CNCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)O)C(C)C)C(C)C,PFGWGEPQIUAZME-NXSMLHPHSA-N
CHEMBL1200819,ARTICAINE HYDROCHLORIDE,40 045|ARTICAINE HCL|ARTICAINE HYDROCHLORIDE|CARTICAINE HYDROCHLORIDE|HOE 045|HOE-045|HOE-40045|Septanest|Septocaine|UBISTESINE|ULTRACAIN|Ultracaine,Small molecule,4,320.84,5,7,2.17,67.43,5,2,0,6,N,0.79,11.61,8.68,3.25,1.94,1,MOL,0,19,5,2,0,284.1195,-1.23,BASE,C13H21ClN2O3S,CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC.Cl,GDWDBGSWGNEMGJ-UHFFFAOYSA-N
CHEMBL2108809,SULESOMAB,IMMU-MN3|LeukoScan|SULESOMAB|TECHNETIUM (99MTC) SULESOMAB|TECHNETIUM TC 99M SULESOMAB,Antibody,4,,,,,,,,,,,,,,,,,NONE,0,,,,,,,,,,
CHEMBL1200342,PARAMETHASONE ACETATE,DILLAR|Haldrone|PARAMETHASONE|PARAMETHASONE 21-ACETATE|PARAMETHASONE ACETATE,Small molecule,4,434.5,1,1,2.32,100.9,6,2,0,3,N,0.66,12.47,None,1.74,1.74,0,MOL,0,31,6,2,0,434.2105,2.05,NEUTRAL,C24H31FO6,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,HYRKAAMZBDSJFJ-LFDBJOOHSA-N
CHEMBL1200393,GREPAFLOXACIN HYDROCHLORIDE,GREPAFLOXACIN HCL|GREPAFLOXACIN HYDROCHLORIDE|OPC-17116|Raxar,Small molecule,4,395.86,1,4,2.28,74.57,5,2,0,3,N,0.88,5.68,8.77,0.08,0.08,2,MOL,0,26,6,2,0,359.1645,-0.45,ZWITTERION,C19H23ClFN3O3,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1.Cl,IEPMBYOIQGCVHO-UHFFFAOYSA-N
CHEMBL307145,PYROGALLOL,NSC-5035|PYROGALLIC ACID|PYROGALLOL,Small molecule,4,126.11,162,581,0.8,60.69,3,3,0,0,N,0.45,8.94,None,1.06,1.05,1,MOL,0,9,3,3,0,126.0317,0.8,NEUTRAL,C6H6O3,Oc1cccc(O)c1O,WQGWDDDVZFFDIG-UHFFFAOYSA-N
CHEMBL110691,CHLORMADINONE ACETATE,CHLORMADINONE|CHLORMADINONE ACETATE|LUTORAL|NORMENON|NSC-92338|RS-1280,Small molecule,4,404.93,140,648,4.75,60.44,4,0,0,2,N,0.62,None,None,3.72,3.72,0,MOL,0,28,4,0,0,404.1754,1.75,NEUTRAL,C23H29ClO4,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,QMBJSIBWORFWQT-DFXBJWIESA-N
CHEMBL1200771,TRIDIHEXETHYL CHLORIDE,Pathilon|TRIDIHEXETHYL CHLORIDE,Small molecule,4,353.98,6,7,4.72,20.23,1,1,0,8,N,0.69,13.69,None,0.29,0.29,1,MOL,0,23,2,1,0,318.2791,0.06,NEUTRAL,C21H36ClNO,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1.[Cl-],XJGONMZLEDGBRM-UHFFFAOYSA-M
CHEMBL1201522,TECHNETIUM TC 99M ALBUMIN AGGREGATED,A-N STANNOUS AGGREGATED ALBUMIN|AN-MAA|LUNGAGGREGATE REAGENT|Macrotec|Pulmolite|TC 99M-LUNGAGGREGATE|TC99M-MP 4006|TC99M-MP-4006|TECHNETIUM TC 99M ALBUMIN AGGREGATED|TECHNETIUM TC 99M ALBUMIN AGGREGATED KIT|TECHNETIUM TC-99M ALBUMIN AGGREGATED|TECHNETIUM TC-99M ALBUMIN AGGREGATED KIT|TechneScan MAA|Technetium Tc 99m MAA,Protein,4,,,,,,,,,,,,,,,,,SEQ,0,,,,,,,,,,
CHEMBL1388,MONOBENZONE,Benoquin|MONOBENZONE|MONOBENZYL ETHER OF HYDROQUINONE|Monobenzone|NSC-2132|P-(BENZYLOXY)PHENOL|P-BENZYLOXYPHENOL,Small molecule,4,200.24,116,312,2.97,29.46,2,1,0,3,Y,0.82,9.91,None,3.24,3.24,2,MOL,0,15,2,1,0,200.0837,-0.19,NEUTRAL,C13H12O2,Oc1ccc(OCc2ccccc2)cc1,VYQNWZOUAUKGHI-UHFFFAOYSA-N
